2021-12-07 09:42:37.4461 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:46:04.8928 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 16: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:46:04","MessageId":"a2da7e0b-ce5c-4250-bfb1-3ec74a33e268","ClientId":"270c14cb-4b03-4c03-bb11-56cb5cb8a55a","TopicId":null,"Text":"AUTH1:JhsfcakcCsXsqdk2uY4PIVQI2rwYLpa6u1RYnmtKRV0aNAmr3LenBD6lT7gAa3uZtjSz/JoBt//MQgIwGvkEgNCaApWdhC/hCNT+0d4LHr5v6Of0bfBF2Tf+zfJ5ml3u","Bag":null,"Token":"JEZHD9KYHP-YKKA8QV64LIJ0WXH38JP9MNGWXN8C9E2IEWPL2KSOMM3A6-WQ1S09ABL8EPKCX45GQAV-I7BY2AXAUF1Y2RLRO4HCLSHN-P1SRXV5OXI5RCHAPKO9YXLG"} | 
2021-12-07 16:46:04.8928 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:46:04.8928 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:46:04.8928 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:47:27.7824 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:47:27.9574 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 17: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:47:27","MessageId":"786da683-6b3a-4214-abbd-048a446b70da","ClientId":"95d36ddb-a097-4afe-97d6-014f33f50794","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:47:27.9574 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:47:27.9574 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:47:46.3558 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:47:46.3687 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 16: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:47:46","MessageId":"48fe0617-4ab3-4858-b1f9-c969b8f2e587","ClientId":"95d36ddb-a097-4afe-97d6-014f33f50794","TopicId":null,"Text":"AUTH1:jpelNbuWZp0kqfiZZgtSpq9HphcSgLY8jfwUFVc2c5yw73jKsBYnbH6wdfamwaLzeixr7D/EczWxD2DSikujMm6xEiaEXR97A4xlaKyROUOFYOZPPzann/j+Xc5vdX9O","Bag":null,"Token":"HI7XKXMPTFWS5K3D79E7S1GTHUY15X4E3RP1RA-8K97S11DIMIOR4UVQBNP0-VU7LSZO5CW6-GWT5Z2RQQPXJMKI7-ZEWJ90P-GJB0NKWSSY9BVNW9KUG7Y-IQS6OSK0"} | 
2021-12-07 16:47:46.3687 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:47:46.3687 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:47:46.3687 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:50:19.1204 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:50:19.3014 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 10: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:50:19","MessageId":"5eae7b85-60cb-4b84-ac24-75896d29c0c4","ClientId":"fecdca5e-61d3-4c1b-b11c-d45a1b991b54","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:50:19.3014 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:50:19.4294 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:50:29.6470 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:50:29.6561 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:50:29","MessageId":"b0ad00d2-3751-4bf3-a33a-523bcd651828","ClientId":"fecdca5e-61d3-4c1b-b11c-d45a1b991b54","TopicId":null,"Text":"AUTH1:BQzt1JVMyc1nbmOftx4VOJFr6e9wKkqWpfv0pSwubZIOFKzEsqr2s1qd04w/aBWAs4npXDR9XtAptjxWl+dNCZ5SVDPNiwuxTA8Elr2azDjlea3eyMvqXHMjtzZ6OPA9","Bag":null,"Token":"8QYRCBG1ETC4P8KCQW5TZOLTFSZL45NIWL1508NVMFLXOGTQ3GUXIP2UEFLVM57KG5IDHPNTJKGTCZF9-JTYK0-GUH1UW2IRIBQT9PIN4BO8IIRQANWCMI-Q5BUAZ37R"} | 
2021-12-07 16:50:29.6561 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:50:29.6561 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:50:29.6561 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:58:48.7170 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:58:48.9060 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 10: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:58:48","MessageId":"44caaa35-5aeb-4097-be9e-2c7ab1bbf416","ClientId":"69933fca-ac13-40c7-8b99-5a6d20bbefa4","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:58:48.9060 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:58:49.0430 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:59:05.2221 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:59:05.2221 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 13: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:59:05","MessageId":"1e61af15-c42f-459f-b7fe-bd0cf478205c","ClientId":"69933fca-ac13-40c7-8b99-5a6d20bbefa4","TopicId":null,"Text":"AUTH1:Fy/XGCh/Cv+Z9lRosq3zPzuaglOTsq5iQ7jKZF+dDNpGo3ZmkzjN5e+09kSQnIXTbfE5WQL8/cH76fH7sbeaFOFLR4Z19ZPUzcKuBwKyj4Ttji74o9ve5s3eQS7kl9/+","Bag":null,"Token":"87PMSHCXILNPYBQT82V44DS7LXPA6IV8A87-I2XHOEV4AL4G8-Q5A134PTA62B2A1QO0EQLGFOP0TY7-4JC7207KECV012QMMUDV7DBSZK0XLDL1WABT-6JBTEWC5VPO"} | 
2021-12-07 16:59:05.2221 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:59:05.2221 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:59:05.2221 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 17:01:45.0027 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 17:01:45.1877 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 05:01:44","MessageId":"0d309542-38e9-4b31-a9e0-8e745966c77c","ClientId":"bb633c1a-63a4-48ce-93df-a9f9dc7ad517","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 17:01:45.1877 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 17:01:45.3357 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 17:06:51.5317 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 17:06:51.7067 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 10: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 05:06:51","MessageId":"35a15ff9-ce51-4bd0-8fc7-fd49b71202a7","ClientId":"9ec3044c-cb11-4e4b-bbe5-9c5fc5e694f2","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 17:06:51.7067 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 17:06:51.8338 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 17:06:57.4107 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 17:06:57.4107 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 05:06:57","MessageId":"eb03f4ec-768f-4887-b4ef-2609b219bd77","ClientId":"9ec3044c-cb11-4e4b-bbe5-9c5fc5e694f2","TopicId":null,"Text":"AUTH1:uEfJ69LPzOBjMeDO1r3R8rlR6pZZu7Il+CB5k7MNPN+1010jfZk6zhK7orKj0K7q3dglOr7Cp87dcR+JgVARwziHGJaDM5uWavDkp9JkTcUtmpVUPDNiRGZ0oytWWhGg","Bag":null,"Token":"94UTIQMMLM5T9OUMLYY-HA7RWGW9JTV14UZ2TQ31PGEJTTHNW5XR1I698D7C5NC22EZPZ34567UA6X8C9JNP6D-WY14QU07BDNSO53Y4A2W5Y6DLF5DWAY7YFC189NLF"} | 
2021-12-07 17:06:57.4107 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 17:06:57.4107 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 17:06:57.4217 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt =uEfJ69LPzOBjMeDO1r3R8rlR6pZZu7Il+CB5k7MNPN+1010jfZk6zhK7orKj0K7q3dglOr7Cp87dcR+JgVARwziHGJaDM5uWavDkp9JkTcUtmpVUPDNiRGZ0oytWWhGguo+xzPlOEYu0PXfWy2sT7vqrjJO99I5ykIGa0EtRXcvGSbpy8aNFzCuhAFwZnkh3HCWk87j6DHZabyqPpts4cvaH7k8r8Qmh31Vl3YS/IVE= | 
